ts_code,pre_close,price,amount,turnover_rate,auction_pct,auction_amount_yi
600152.SH,13.9,14.31,56970972.0,0.752477,2.9496402877697836,0.56970972
600156.SH,9.26,9.28,27005728.0,0.723706,0.21598272138227959,0.27005728
600208.SH,3.58,3.58,31279534.0,0.102695,0.0,0.31279534
600234.SH,19.92,20.63,5613423.0,0.103649,3.5642570281124275,0.05613423
600330.SH,21.73,23.9,275814198.0,0.935627,9.986194201564658,2.75814198
600520.SH,27.81,27.54,5538294.0,0.126933,-0.9708737864077666,0.05538294
600552.SH,15.02,15.01,32322534.0,0.227968,-0.06657789613847553,0.32322534
600641.SH,24.29,24.22,30032800.0,0.133243,-0.2881844380403509,0.300328
600683.SH,11.99,12.51,21397104.0,0.230893,4.3369474562135135,0.21397104
600703.SH,13.34,13.5,167317650.0,0.248424,1.1994002998500841,1.6731765
600707.SH,7.79,8.27,47976751.0,0.161701,6.161745827984588,0.47976751
600727.SH,7.69,7.69,16119009.0,0.396551,0.0,0.16119009
600961.SH,22.09,24.3,15979680.0,0.0874686,10.004526935264835,0.1597968
600962.SH,20.71,21.2,3150320.0,0.0566721,2.3660067600193013,0.0315032
601619.SH,6.19,6.17,19772382.0,0.131623,-0.3231017770597866,0.19772382
603031.SH,57.46,57.0,14238600.0,0.11521,-0.8005569091541931,0.142386
603052.SH,83.35,87.35,22125755.0,0.134808,4.799040191961601,0.22125755
603063.SH,40.63,41.45,27808929.0,0.14623,2.0182131429977934,0.27808929
603083.SH,145.29,159.67,260357902.0,0.59168,9.897446486337657,2.60357902
603118.SH,15.18,15.03,47436183.0,0.400888,-0.988142292490124,0.47436183
603178.SH,17.42,18.23,14553009.0,0.337673,4.649827784156124,0.14553009
603203.SH,48.25,48.25,8906950.0,0.0740909,0.0,0.0890695
603278.SH,12.01,12.29,22668905.0,0.539707,2.3313905079100694,0.22668905
603315.SH,18.52,19.06,39238860.0,0.642609,2.9157667386608965,0.3923886
603629.SH,105.44,108.0,77615280.0,0.279795,2.427921092564489,0.7761528
603738.SH,30.17,30.92,54657284.0,0.458087,2.4859131587669836,0.54657284
603773.SH,52.9,56.6,58824380.0,0.462613,6.994328922495274,0.5882438
603922.SH,21.51,21.62,3472172.0,0.0896205,0.5113900511390046,0.03472172
603926.SH,20.02,20.4,5542680.0,0.117701,1.8981018981018893,0.0554268
605298.SH,54.75,54.88,8347248.0,0.081664,0.2374429223744423,0.08347248
605388.SH,8.87,7.98,38748486.0,0.808631,-10.033821871476878,0.38748486
000037.SZ,11.07,11.2,14745920.0,0.388483,1.174345076784089,0.1474592
000936.SZ,8.34,8.13,20199798.0,0.280465,-2.5179856115107757,0.20199798
001330.SZ,8.23,8.37,43772589.0,0.380475,1.7010935601457833,0.43772589
001389.SZ,149.22,151.9,20476120.0,0.0887161,1.7960058973327975,0.2047612
001400.SZ,193.6,194.88,5222784.0,0.178667,0.6611570247933907,0.05222784
002081.SZ,3.71,3.74,31945210.0,0.322978,0.8086253369272267,0.3194521
002108.SZ,5.58,5.71,58910755.2,0.62623,2.3297491039426577,0.589107552
002203.SZ,17.39,17.62,47064782.0,0.120747,1.322599194939622,0.47064782
002217.SZ,2.68,2.91,155018319.0,0.731811,8.582089552238802,1.55018319
002259.SZ,5.63,5.68,8463200.0,0.198052,0.8880994671403242,0.084632
002281.SZ,116.83,122.0,203154400.0,0.21363,4.425233244885729,2.031544
002418.SZ,6.19,6.81,158102322.0,2.04296,10.016155088852985,1.58102322
002428.SZ,62.0,63.86,221076934.0,0.530124,3.0000000000000027,2.21076934
002487.SZ,85.47,87.0,96717900.0,0.176203,1.7901017901017946,0.967179
002547.SZ,3.44,3.49,10140544.0,0.262996,1.4534883720930258,0.10140544
002628.SZ,5.57,5.86,14903152.0,0.337391,5.206463195691202,0.14903152
002706.SZ,11.21,11.22,17201382.0,0.167665,0.0892060660124816,0.17201382
002796.SZ,53.35,57.76,45422464.0,0.345354,8.266166822867849,0.45422464
002802.SZ,16.36,16.37,28963277.3,1.18202,0.06112469437653534,0.289632773
002866.SZ,26.39,26.79,28405437.0,0.585114,1.5157256536566743,0.28405437
002940.SZ,39.16,42.1,87946900.0,1.12751,7.507660878447409,0.879469
002957.SZ,45.97,49.47,42806391.0,0.206674,7.613661083315204,0.42806391
002975.SZ,99.97,98.0,25146800.0,0.242398,-1.9705911773532092,0.251468
002980.SZ,73.12,75.18,26936994.0,0.353388,2.8172866520787876,0.26936994
003018.SZ,39.22,39.3,8921100.0,0.0956242,0.20397756246812726,0.089211
003031.SZ,112.48,120.3,55193640.0,0.134879,6.952347083926025,0.5519364
