ts_code,prev_5d,prev_10d,high20,high60
000426.SZ,8.30432620586774,13.882352941176478,52.0,74.8
000534.SZ,10.976297968397297,-1.006795872136923,47.62,49.14
000506.SZ,10.318396226415082,15.851393188854512,20.52,28.52
000551.SZ,5.287009063444104,6.0882800608828,14.88,16.3
000727.SZ,8.461538461538453,4.0590405904058935,2.85,2.85
000811.SZ,7.026713124274098,1.7669795692987211,21.43,22.08
000889.SZ,6.845238095238093,11.490683229813659,3.66,4.04
000892.SZ,10.049423393739687,14.188034188034182,6.68,9.87
001267.SZ,17.319915254237284,10.226424483702413,49.95,49.95
000917.SZ,5.454545454545445,6.479481641468676,10.7,14.45
000978.SZ,4.545454545454541,19.97019374068556,8.05,8.05
000962.SZ,0.22517451024544055,1.0442678774120306,58.0,59.95
001287.SZ,4.250928600907966,0.35756853396899935,26.83,27.58
001337.SZ,2.3125996810207328,12.150349650349646,57.52,73.55
001389.SZ,7.985902174847426,22.103421461897366,127.88,127.88
002008.SZ,15.53524804177544,14.637305699481873,75.06,75.88
002042.SZ,5.104408352668233,12.128712871287139,4.8,4.8
002046.SZ,5.050274223034745,4.52478399272398,54.6,55.52
002131.SZ,1.7925736235595569,7.14285714285714,8.55,10.4
002155.SZ,3.7864077669903073,13.361611876988345,37.06,43.67
002188.SZ,2.8614457831325435,5.891472868217051,7.36,7.5
002213.SZ,1.4418125643666402,0.5444028581150118,31.9,32.61
002217.SZ,4.237288135593231,3.3613445378151363,2.71,3.39
002273.SZ,27.8584392014519,18.35363292734147,28.28,28.72
002342.SZ,-1.5972222222222276,19.27609427609427,15.38,21.42
002353.SZ,15.52685950413224,12.959595959595948,117.8,129.99
002361.SZ,1.696969696969708,51.17117117117118,18.3,18.3
002380.SZ,7.724764686789998,5.1980982567353395,42.85,43.0
002384.SZ,16.07938044530495,11.5234375,120.5,120.5
002400.SZ,2.696365767878084,3.423848878394331,9.73,13.9
002421.SZ,5.405405405405417,3.409090909090895,2.91,3.23
002449.SZ,9.74967061923584,5.1767676767676685,9.58,9.58
002463.SZ,10.662103461892848,2.1630817839348504,93.96,93.96
002478.SZ,8.431372549019622,1.5610651974288237,13.1,13.87
002484.SZ,7.088520055325032,16.210131332082554,32.78,35.83
002536.SZ,11.026200873362457,4.200819672131151,41.67,41.67
002606.SZ,7.692307692307687,4.294478527607359,14.48,14.77
002634.SZ,8.165548098434016,51.56739811912225,9.67,9.67
002708.SZ,9.129692832764501,10.64013840830449,13.45,14.91
002716.SZ,3.737541528239219,7.302405498281783,15.23,21.3
002797.SZ,8.835904628330994,1.7038007863696025,7.96,7.96
002899.SZ,12.574850299401197,11.592178770949712,33.05,34.78
002902.SZ,12.27064220183487,24.501907587961004,29.87,29.87
002929.SZ,7.612956467918286,8.08122668876916,54.55,54.55
002928.SZ,9.438775510204088,9.578544061302674,9.72,11.96
002921.SZ,10.743099787685772,13.489991296779792,27.5,28.5
002916.SZ,8.200082000820007,1.0551844445389813,268.3,295.66
002975.SZ,12.535612535612529,15.39585159217063,81.78,91.0
002995.SZ,0.40551500405514584,8.16950633464395,27.19,38.56
003041.SZ,7.99918995544755,5.834490970430628,69.85,74.0
600105.SH,19.790915645277572,31.812772709242342,33.23,33.23
600114.SH,8.213256484149856,13.059841926985328,32.99,37.22
600115.SH,9.64705882352941,11.483253588516762,4.93,6.48
600126.SH,8.761682242990654,14.093137254901954,9.98,9.98
600356.SH,8.912037037037024,12.29116945107398,9.62,10.22
600301.SH,8.757763975155285,12.052047781569964,65.22,77.77
600186.SH,7.4647887323943785,12.703101920236337,7.63,7.63
600589.SH,1.7790262172284521,7.305034550839085,12.42,15.25
600641.SH,14.744287268770417,10.361067503924648,21.09,21.29
600666.SH,14.035087719298245,35.41666666666667,6.65,6.65
600721.SH,23.076923076923084,21.475054229934898,11.2,12.6
600815.SH,-3.500000000000003,-1.025641025641022,4.72,4.72
