ts_code,prev_5d,prev_10d,high20,high60
600841.SH,6.286379511059392,12.162162162162172,10.16,11.32
600869.SH,17.433234421364972,23.96241190289743,15.83,15.83
600875.SH,9.272467902995718,3.151090762186892,42.62,45.38
601137.SH,8.30564784053156,6.073752711496727,21.35,23.88
601069.SH,5.564387917329094,10.666666666666668,38.25,50.5
601002.SH,-3.482587064676612,15.476190476190489,6.08,6.08
600986.SH,3.696098562628336,6.0924369747899165,11.19,16.48
600984.SH,4.785894206549113,6.1224489795918435,4.87,5.31
603045.SH,11.170212765957466,5.2719946272666185,35.0,36.67
603083.SH,9.793307086614167,5.3849787435049645,131.68,131.68
603138.SH,-3.019970774476377,6.186666666666674,23.9,24.9
603175.SH,6.651434374206655,4.67173290145757,99.99,99.99
603196.SH,19.009216589861744,15.505031680954161,30.99,30.99
603203.SH,19.977201481903673,19.02742437093583,42.93,42.93
603211.SH,3.0817858553931377,3.2858273950910455,26.09,26.09
603272.SH,0.3939393939393909,31.572676727561564,37.0,37.0
603306.SH,16.71957671957671,17.810413885180232,92.68,95.48
603308.SH,8.537178033371129,8.537178033371129,69.58,76.94
603311.SH,6.093845216331495,13.939790575916234,17.55,17.55
603315.SH,5.061460592913947,2.4682651622002894,16.8,17.95
603328.SH,11.030741410488233,8.003518029903244,12.96,13.45
603598.SH,7.26905603230692,11.959957850368808,21.6,34.48
603538.SH,5.721271393643046,46.875,44.43,44.43
603516.SH,2.3625460588107883,-0.3025825065090526,166.5,267.6
603629.SH,9.589041095890426,23.55212355212357,71.88,71.88
603757.SH,22.123015873015884,13.117390305536404,51.9,51.9
603777.SH,7.017543859649122,7.427258805513004,14.55,14.55
603881.SH,2.4002087138011996,7.918614242507571,40.56,45.12
603890.SH,14.275256222547572,15.288035450516979,15.61,16.77
603920.SH,8.944399677679282,6.45669291338582,59.8,72.68
603950.SH,-5.446118192352268,-20.93023255813954,57.43,57.43
605016.SH,6.746987951807237,12.199240185732375,26.58,27.32
605060.SH,6.278836509528585,-2.359012163656471,63.93,74.0
605287.SH,3.7823328452903926,5.822343866633495,55.36,67.94
605258.SH,13.011828935395808,14.294478527607346,38.25,38.25
605289.SH,15.545464146161159,6.367878670036942,143.0,143.0
605305.SH,4.471048130955291,8.362899138367963,44.68,49.77
605318.SH,15.144100054377386,19.39667324499579,84.7,84.7
