ts_code,prev_5d,prev_10d,high20,high60
000402.SZ,10.756972111553797,8.59375,2.85,2.98
000626.SZ,6.427688504326334,6.165228113440202,8.97,9.03
000670.SZ,4.487179487179493,-11.796536796536794,9.69,11.23
000659.SZ,-5.077262693156737,13.456464379947231,4.78,5.08
002074.SZ,11.522988505747133,5.119176598049835,39.5,42.1
000534.SZ,19.051342194422727,13.013359722909446,45.68,49.14
000762.SZ,8.381317978246972,17.638888888888893,33.88,33.88
001269.SZ,9.90990990990992,-1.571125265392781,26.18,26.6
001211.SZ,12.794117647058822,10.758122743682307,30.68,30.86
002177.SZ,13.176144244105403,10.419485791610295,9.73,10.3
001299.SZ,10.057471264367823,14.58489154824234,15.32,16.43
001309.SZ,24.18159100374846,18.048883492583002,447.24,447.24
002263.SZ,3.594080338266381,32.432432432432435,5.18,5.18
002363.SZ,9.74683544303796,10.445859872611463,9.05,10.7
002418.SZ,24.78070175438598,23.69565217391305,5.69,5.69
002733.SZ,23.419012647898807,13.295880149812733,30.25,30.25
002950.SZ,13.758389261744973,17.301038062283737,13.56,13.56
002787.SZ,15.604026845637575,7.993730407523514,13.78,14.5
002988.SZ,17.191122888373634,23.232323232323225,35.38,42.46
600105.SH,25.78408715747773,50.05907837731392,38.1,38.1
003036.SZ,6.17481956696071,8.081632653061233,28.88,28.88
600103.SH,11.396011396011406,12.356321839080465,3.91,4.35
600156.SH,12.104539202200826,0.991325898389106,8.84,9.03
600480.SH,11.008230452674873,10.780287474332638,10.95,12.73
600482.SH,25.35647861128332,29.656941327348505,40.44,40.44
600537.SH,7.387862796833788,6.824146981627299,4.07,4.1
600713.SH,10.200364298724951,19.8019801980198,6.05,6.05
600876.SH,4.9630411826821375,-8.048103607770596,11.53,11.68
601010.SH,10.502283105022837,8.03571428571428,2.45,2.96
601999.SH,11.462450592885398,7.770700636942696,8.46,8.46
603026.SH,-1.2866581662223209,-0.18752930145334856,95.96,95.96
603093.SH,1.524710830704512,-2.227848101265828,22.54,22.97
600983.SH,9.940944881889768,8.027079303675055,11.86,12.82
603088.SH,10.163934426229515,13.131313131313128,13.62,14.06
603101.SH,9.28217821782178,8.078335373317014,8.83,10.84
603200.SH,7.489984323288623,7.340407027309093,70.6,91.0
603272.SH,16.415094339622648,26.004084411164065,37.02,37.02
603889.SH,15.131578947368428,14.080834419817467,8.75,9.68
605006.SH,6.751054852320659,17.265353418308216,10.12,11.4
605060.SH,20.444807182207715,9.721189591078083,61.3,74.0
605069.SH,7.853403141361248,3.6043587594300153,14.2,16.4
605117.SH,13.495934959349597,6.361904761904769,141.99,141.99
605255.SH,14.256265596180961,2.5813364504188696,124.43,218.02
002328.SZ,36.621621621621614,55.53846153846153,10.11,10.11
002364.SZ,36.973478939157545,21.27071823204418,35.12,37.37
002580.SZ,11.124121779859507,20.12658227848101,19.37,19.37
002824.SZ,27.9493670886076,43.74288964732651,25.27,25.35
002962.SZ,25.25925925925927,22.89244186046513,16.91,16.91
600345.SH,26.80195941217636,36.58291457286433,54.36,54.36
600707.SH,26.486486486486484,23.591549295774648,7.02,7.2
603773.SH,31.164487686226817,20.502793296089393,45.08,45.08
603933.SH,15.707547169811331,12.471343420449355,24.53,27.6
000889.SZ,31.818181818181813,28.698224852071007,4.35,4.35
603777.SH,30.237912509593244,24.59618208516887,16.97,16.97
603950.SH,19.946550048590872,7.724198123499892,57.43,57.43
