ts_code,circ_mv_yi,prev_close
000506.SZ,173.7610724,18.71
000727.SZ,127.73378884,2.82
000534.SZ,196.63836461,39.33
000811.SZ,180.31832401,18.43
000551.SZ,67.54587996000001,13.94
000426.SZ,773.27950012,43.56
000889.SZ,31.227603370000004,3.59
000892.SZ,47.48387513,6.68
000917.SZ,139.76149319,9.86
000978.SZ,37.68368013,8.05
000962.SZ,223.28831630000002,44.51
001267.SZ,268.29965318999996,44.3
002008.SZ,677.36060687,70.8
001389.SZ,190.83805877,125.62
001337.SZ,215.544,51.32
001287.SZ,110.48585019000001,25.26
002042.SZ,77.04086538,4.53
002046.SZ,243.09080896999998,45.97
002131.SZ,465.05304544,7.95
002155.SZ,501.09703942,32.07
002188.SZ,17.57789338,6.83
002213.SZ,61.03761832,29.55
002217.SZ,179.07133082000001,2.46
002273.SZ,383.87130046,28.18
002342.SZ,135.279573,14.17
002353.SZ,775.25464219,111.83
002361.SZ,135.77083672,16.78
002380.SZ,47.047452289999995,33.19
002384.SZ,1662.33837805,119.91
002400.SZ,151.21202054,8.76
002421.SZ,54.782705390000004,2.73
002449.SZ,51.51914818,8.33
002463.SZ,1616.5067755799998,84.07
002478.SZ,79.93326753999999,11.06
002484.SZ,254.10026047,30.97
002536.SZ,166.09676798,30.51
002606.SZ,50.11590455,11.9
002634.SZ,43.17795582,9.67
002708.SZ,66.08037286999999,12.79
002716.SZ,290.37429333,12.49
002797.SZ,326.10624,7.76
002899.SZ,47.235913530000005,31.96
002902.SZ,52.17059065,29.37
002916.SZ,1578.9889246999999,237.51
002921.SZ,33.5132251,26.08
002928.SZ,109.67257801999999,8.58
002929.SZ,109.82848355,52.16
600641.SH,196.26985012999998,21.09
600589.SH,160.70967704,10.87
600356.SH,28.11062267,9.41
600301.SH,144.63383323,52.53
600186.SH,135.83599660000002,7.63
600126.SH,314.41630362999996,9.31
600115.SH,793.36336401,4.66
600114.SH,185.16159649,30.04
600105.SH,485.8208727,33.23
003041.SZ,72.96791922,53.33
002995.SZ,27.8345007,24.76
002975.SZ,83.62859420000001,79.0
600721.SH,43.06933512,11.2
600666.SH,157.28394078,6.5
600815.SH,68.48004693,3.86
600841.SH,95.22813539,9.13
600869.SH,351.32353969,15.83
600875.SH,866.86940589,38.3
600984.SH,52.29302728,4.16
600986.SH,150.22478026000002,10.1
601002.SH,55.548449899999994,5.82
601069.SH,294.54656308,33.2
601137.SH,179.52313722000002,19.56
603045.SH,42.46205609,31.35
603083.SH,307.41883007999996,111.55
603138.SH,57.409061439999995,19.91
603175.SH,36.96821858,84.02
603196.SH,73.44266859000001,30.99
603203.SH,104.89354687999999,42.1
603211.SH,70.91470720000001,26.09
603328.SH,122.60875263,12.28
603315.SH,46.54921816,14.53
603311.SH,41.06738821,17.41
603308.SH,454.95733734,67.0
603306.SH,290.74625123,88.24
603272.SH,34.3316251,33.13
603516.SH,287.99049769000004,141.68
603538.SH,93.4993948,43.24
603598.SH,57.243866249999996,21.25
603629.SH,180.823808,70.4
603757.SH,91.85587033,49.24
603777.SH,46.91971049,14.03
603881.SH,281.96297211,39.25
603890.SH,69.74679139999999,15.61
603920.SH,389.69632502999997,54.08
605305.SH,90.873552,42.76
605289.SH,118.53205874999999,109.41
605287.SH,59.542,42.53
605258.SH,32.7888,37.26
605060.SH,126.59062392,52.98
605016.SH,111.63927466,26.58
603950.SH,132.03157439999998,40.8
605318.SH,106.49248672,84.7
