trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
20260416,000070.SZ,通信设备,特发信息,20.77,10.01,4271344480.0,,18457859756.04,18700160831.36,23.92,40730800.0,110221,143200,9,1/1,1,U
20260416,000546.SZ,环境治理,金圆股份,7.08,9.94,424915664.0,,4932672858.48,5505749652.48,8.88,64423744.0,100015,100015,0,1/1,1,U
20260416,000570.SZ,汽车零部件,苏常柴Ａ,6.74,9.95,387829440.0,,3745367497.18,4756367530.88,10.78,65309764.0,94012,94012,0,1/1,1,U
20260416,000571.SZ,煤炭开采,新大洲A,5.69,10.06,146737513.0,,4631616187.0,4774644055.52,3.29,108713196.0,101806,101806,0,1/1,1,U
20260416,000593.SZ,燃气Ⅱ,德龙汇能,18.33,10.02,486316960.0,,6570996487.77,6573706376.64,7.67,89174625.0,112306,112306,0,1/1,1,U
20260416,000657.SZ,小金属,中钨高新,51.9,10.0,6131238144.0,,75406825249.8,118259568360.0,8.58,288351469.0,104651,105127,2,1/1,1,U
20260416,000762.SZ,能源金属,西藏矿业,37.11,9.99,2797356320.0,,19326910933.98,19327602293.28,14.91,63467859.0,134236,140018,9,1/1,1,U
20260416,000782.SZ,化学纤维,恒申新材,5.81,10.04,116745906.0,,3068491209.63,3989038538.24,3.89,86047256.0,93803,93803,0,1/1,1,U
20260416,000815.SZ,IT服务Ⅱ,美利云,22.21,10.0,1689222896.0,,15441792007.35,15441792118.4,11.14,302714348.0,93506,93506,0,1/1,1,U
20260416,000967.SZ,环保设备,盈峰环境,13.07,10.02,1976732224.0,,41372105155.17,41391964353.6,4.88,221475789.0,94030,94030,0,2/3,1,U
20260416,001203.SZ,冶钢原料,大中矿业,46.39,10.01,876118528.0,,60584139519.58,71119601240.48,1.48,131500062.0,94645,94645,0,2/4,1,U
20260416,001230.SZ,环境治理,劲旅环境,27.72,10.0,141368619.0,,2177579804.4,3717974300.04,6.69,97398100.0,100624,100624,0,1/1,1,U
20260416,001268.SZ,家电零部,联合精密,31.34,10.0,86245478.0,,1972330687.56,3382630687.56,4.45,19706592.0,93839,94218,3,1/1,1,U
20260416,002008.SZ,自动化设,大族激光,86.67,10.0,4261162784.0,,82919270900.07,89235727371.36,5.26,72230951.0,111142,141557,14,1/1,1,U
20260416,002062.SZ,基础建设,宏润建设,8.05,9.97,211432496.0,,9053842728.0,9960030712.8,2.41,59417533.0,101703,101703,0,1/1,1,U
20260416,002209.SZ,专用设备,达意隆,16.5,10.0,176343766.0,,2579163229.5,3283979325.0,7.11,50034583.0,133139,133139,0,1/1,1,U
20260416,002213.SZ,半导体,大为股份,38.34,10.01,1592370784.0,,7919398600.56,9105171832.8,21.0,83174796.0,95903,100724,2,2/3,1,U
20260416,002237.SZ,贵金属,恒邦股份,16.51,9.99,935747408.0,,19685797692.08,23608811568.16,4.91,126874397.0,131830,131830,0,1/1,1,U
20260416,002263.SZ,塑料,大东南,5.17,10.0,1426137392.0,,9711044167.0,9711121696.32,14.8,72832995.0,93106,93551,2,1/1,1,U
20260416,002333.SZ,装修建材,罗普斯金,6.39,9.98,377858512.0,,4258995468.57,4312769472.0,9.22,9528065.0,135748,135748,0,1/1,1,U
20260416,002421.SZ,IT服务Ⅱ,达实智能,2.9,9.85,355011568.0,,5819408264.5,6149686732.8,6.22,68398820.0,94421,94421,0,1/1,1,U
20260416,002491.SZ,通信设备,通鼎互联,15.62,10.0,3897876528.0,,18376443765.02,19212514027.52,22.15,110471465.0,143027,143027,0,1/1,1,U
20260416,002595.SZ,专用设备,豪迈科技,89.02,10.0,530158976.0,,70723542606.28,71216000000.0,0.77,187569145.0,130154,130154,0,1/1,1,U
20260416,002613.SZ,玻璃玻纤,北玻股份,4.17,10.03,336346240.0,,3220309763.46,4589371428.96,10.67,85205889.0,100712,100712,0,1/1,1,U
20260416,002726.SZ,食品加工,龙大美食,3.62,10.03,158897958.0,,3903596914.18,3906561690.56,4.07,39182181.0,92500,92500,0,1/1,1,U
20260416,002757.SZ,专用设备,南兴股份,22.79,9.99,644482448.0,,6428008859.59,6733440416.8,10.32,76561272.0,103203,103203,0,1/1,1,U
20260416,002771.SZ,IT服务Ⅱ,真视通,18.37,10.0,399113264.0,,3205834212.35,3853366517.0,12.59,67885416.0,93215,93333,2,1/1,1,U
20260416,002802.SZ,化学制品,洪汇新材,14.87,9.99,171027798.0,,2225789288.09,2695126384.3,7.91,249544072.0,103742,103742,0,1/1,1,U
20260416,002850.SZ,电池,科达利,205.59,10.0,1070774512.0,,40928605969.02,56691455657.76,2.68,222164254.0,95206,95206,0,1/1,1,U
20260416,002859.SZ,其他电子,洁美科技,46.33,10.0,723150160.0,,18805317719.44,19978725042.24,3.95,38203718.0,130024,135721,6,1/1,1,U
20260416,002875.SZ,服装家纺,安奈儿,20.99,10.01,372881552.0,,3829343436.38,4471224143.28,9.96,24033550.0,103215,143651,25,1/1,1,U
20260416,002929.SZ,通信服务,润建股份,65.29,10.01,1766911872.0,,13747510910.47,18547784815.52,13.45,133272690.0,141418,141418,0,2/4,1,U
20260416,002940.SZ,化学制药,昂利康,35.6,10.01,672459648.0,,6595806625.2,7181523421.6,10.48,305554230.0,93906,93906,0,1/1,1,U
20260416,003041.SZ,服装家纺,真爱美家,57.97,10.0,292970064.0,,7931652498.0,8347680000.0,3.8,79627592.0,100903,100903,0,1/1,1,U
20260416,600156.SH,纺织制造,华升股份,8.42,10.07,168723129.0,,3385772110.84,3385772127.68,5.12,62053404.0,103237,103237,0,1/1,1,U
20260416,600284.SH,基础建设,浦东建设,7.5,9.97,315370992.0,,7276920000.0,7276920000.0,4.54,79785750.0,141930,141930,0,1/1,1,U
20260416,600507.SH,特钢Ⅱ,方大特钢,6.05,10.0,547827760.0,,13994786734.5,13994786722.4,4.01,33365465.0,111054,132257,1,1/1,1,U
20260416,600549.SH,小金属,厦门钨业,61.88,10.01,5907601408.0,,96157310922.4,98239810789.12,6.38,85694022.0,130245,142033,11,1/1,1,U
20260416,600666.SH,光学光电,奥瑞德,6.85,9.95,3772620032.0,,17140436242.1,18847414635.2,22.86,275153368.0,102014,102014,0,1/1,1,U
20260416,600719.SH,电力,大连热电,7.33,10.06,224410585.0,,2965715068.0,2965715068.0,7.84,120217131.0,141555,141555,0,1/1,1,U
20260416,600749.SH,旅游及景,西藏旅游,19.93,9.99,747696944.0,,4523422753.81,4523422753.81,17.22,73941296.0,130655,130655,0,1/1,1,U
20260416,600768.SH,工业金属,宁波富邦,17.52,9.98,189692096.0,,2343250944.0,2343250944.0,8.19,111036328.0,93502,93502,0,1/1,1,U
20260416,600847.SH,电池,万里股份,14.63,10.0,128263341.0,,2242594662.0,2242594662.0,5.86,13594196.0,135705,143144,5,1/1,1,U
20260416,600875.SH,其他电源,东方电气,42.04,9.99,6264284160.0,,95151931653.8,145389467852.8,6.72,95581933.0,130319,134552,3,1/1,1,U
20260416,600961.SH,工业金属,株冶集团,20.08,10.03,527562320.0,,15096392951.84,21543283896.32,3.55,28511190.0,93659,93938,2,1/1,1,U
20260416,601778.SH,电力,晶科科技,6.66,10.08,4899617024.0,,23793447668.4,23793447695.04,20.97,31180801.0,105414,145111,10,2/3,1,U
20260416,603032.SH,电池,德新科技,22.15,9.98,678961248.0,,5131336336.0,5165986910.0,13.68,52228858.0,144333,144333,0,1/1,1,U
20260416,603052.SH,消费电子,可川科技,75.77,10.0,474960224.0,,14236977057.14,14236977057.14,3.43,95195836.0,94216,94452,1,1/1,1,U
20260416,603220.SH,通信服务,中贝通信,31.93,9.99,2713583248.0,,13865956092.82,17125557411.04,20.44,85915328.0,130409,135309,6,1/1,1,U
20260416,603315.SH,环境治理,福鞍股份,16.84,9.99,530400192.0,,5394967885.76,5394968020.48,10.1,18219196.0,102544,111138,1,1/1,1,U
20260416,603322.SH,通信服务,超讯通信,36.26,10.01,677820096.0,,5714097222.96,5714097222.96,12.1,134850940.0,95045,101524,1,1/1,1,U
20260416,603826.SH,非金属材,坤彩科技,34.16,10.02,626314944.0,,22381632000.0,22381632000.0,2.84,29145312.0,94805,101859,3,1/1,1,U
