trade_date,prev_trade_date,ts_code,industry,name,close,pct_chg,amount_x,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,pre_close,price,amount_y,turnover_rate,auction_pct,auction_amount_yi,circ_mv_yi,prev_5d,prev_10d,high20,high60,pct_rank,turn_rank,amt_rank,pct_pool_size,turn_pool_size,amt_pool_size,pct_rank_ratio,turn_rank_ratio,amt_rank_ratio,auction_new20,auction_new60,daily_close,daily_open,daily_pct_chg,close_vs_auction_pct
20260408,20260407,000019.SZ,农产品加,深粮控股,7.84,9.96,145284409.0,,3263136630.88,9035876344.32,4.65,80617152.0,103651,103651,0,1/1,1,U,7.84,7.78,11191530.0,0.345613,-0.7653061224489721,0.1119153,32.63136631,-1.2594458438287215,13.294797687861282,8.18,8.18,56.0,21.0,50.0,79,79,79,0.7088607594936709,0.26582278481012656,0.6329113924050633,False,False,7.98,7.78,1.7857,2.5706940874036013
20260408,20260407,000062.SZ,其他电子,深圳华强,27.03,10.01,1436498320.0,,28243649081.31,28270929135.84,5.17,124255044.0,95609,100033,2,1/1,1,U,27.03,28.35,59257170.0,0.200038,4.88346281908989,0.5925717,282.43649081,2.347595607724351,3.16793893129772,28.54,28.54,12.0,38.0,5.0,79,79,79,0.1518987341772152,0.4810126582278481,0.06329113924050633,False,False,28.31,28.35,4.7355,-0.14109347442681727
20260408,20260407,000652.SZ,综合Ⅱ,泰达股份,4.2,9.95,149844920.0,,6192741907.8,6197410195.2,2.45,94479394.0,94127,94127,0,1/1,1,U,4.2,4.2,11240460.0,0.18151,0.0,0.1124046,61.92741908,5.793450881612094,15.068493150684947,4.22,4.92,42.0,43.0,49.0,79,79,79,0.5316455696202531,0.5443037974683544,0.620253164556962,False,False,4.22,4.2,0.4762,0.476190476190466
20260408,20260407,000695.SZ,电池,滨海能源,12.9,9.97,363673552.0,,2861364015.6,2989602593.1,13.12,42873150.0,104121,104121,0,1/1,1,U,12.9,12.9,7994130.0,0.279382,0.0,0.0799413,28.61364016,-7.725321888412018,1.4948859166010964,15.5,15.5,42.0,29.0,59.0,79,79,79,0.5316455696202531,0.3670886075949367,0.7468354430379747,False,False,13.01,12.9,0.8527,0.8527131782945693
20260408,20260407,000703.SZ,炼化及贸,恒逸石化,14.16,10.02,501049008.0,,53835057848.4,54106536979.2,0.95,81666794.0,94612,94951,1,1/1,1,U,14.16,14.16,20737320.0,0.0385201,0.0,0.2073732,538.35057848,14.655870445344132,19.594594594594604,14.16,14.16,42.0,77.0,33.0,79,79,79,0.5316455696202531,0.9746835443037974,0.4177215189873418,True,True,14.83,14.16,4.7316,4.731638418079095
20260408,20260407,000766.SZ,化学制药,通化金马,21.02,9.99,564779856.0,,20305481454.62,20315718678.08,2.87,99113461.0,104345,104345,0,1/1,1,U,21.02,22.07,18022362.0,0.0845335,4.995242626070406,0.18022362,203.05481455,7.409299948901382,13.867822318526546,21.63,28.44,8.0,67.0,35.0,79,79,79,0.10126582278481013,0.8481012658227848,0.4430379746835443,True,False,21.51,22.07,2.3311,-2.5373810602627946
20260408,20260407,000830.SZ,化学原料,鲁西化工,16.87,9.97,871893696.0,,32123329832.23,32125861664.96,2.78,63465159.0,134033,134033,0,1/1,1,U,16.87,16.23,13584510.0,0.0439562,-3.793716656787194,0.1358451,321.23329832,-0.17751479289939143,9.474367293964958,20.97,21.8,70.0,75.0,45.0,79,79,79,0.8860759493670886,0.9493670886075949,0.569620253164557,False,False,16.68,16.23,-1.1263,2.772643253234746
20260408,20260407,000890.SZ,环保设备,法尔胜,17.61,9.99,829287312.0,,7387237320.06,7387464876.48,11.26,169925757.0,93000,93330,3,1/1,1,U,17.61,15.85,157031259.75,2.36175,-9.994321408290741,1.5703125975,73.8723732,18.74578556979096,33.916349809885915,17.61,17.61,79.0,1.0,3.0,79,79,79,1.0,0.012658227848101266,0.0379746835443038,False,False,15.87,15.85,-9.8807,0.12618296529968187
20260408,20260407,000912.SZ,农化制品,泸天化,5.27,10.02,479218432.0,,8263360000.0,8263360000.0,5.96,20814803.0,104230,133106,1,1/1,1,U,5.27,5.19,17266092.0,0.212168,-1.5180265654648806,0.17266092,82.6336,-5.045045045045049,2.1317829457364157,6.7,6.7,61.0,37.0,37.0,79,79,79,0.7721518987341772,0.46835443037974683,0.46835443037974683,False,False,5.17,5.19,-1.8975,-0.38535645472062546
20260408,20260407,000919.SZ,化学制药,金陵药业,8.1,10.05,305142064.0,,5036310496.8,5037588676.8,6.25,61651521.0,100548,100548,0,1/1,1,U,8.1,8.5,35309850.0,0.668112,4.938271604938271,0.3530985,50.363104969999995,10.95890410958904,22.913505311077387,8.1,8.17,10.0,7.0,20.0,79,79,79,0.12658227848101267,0.08860759493670886,0.25316455696202533,True,True,8.91,8.5,10.0,4.823529411764707
