ts_code,pre_close,price,amount,turnover_rate,auction_pct,auction_amount_yi
000426.SZ,43.56,43.15,108692390.45,0.141896,-0.9412304866850407,1.0869239045
000534.SZ,39.33,40.5,14624550.0,0.0722243,2.9748283752860427,0.1462455
000506.SZ,18.71,18.24,14633952.0,0.0863889,-2.512025654730099,0.14633952
000727.SZ,2.82,2.84,30408448.0,0.236385,0.7092198581560183,0.30408448
000811.SZ,18.43,18.35,5686665.0,0.0316743,-0.43407487791643495,0.05686665
000551.SZ,13.94,14.12,8421168.0,0.123084,1.2912482065997155,0.08421168
000889.SZ,3.59,3.66,15343452.0,0.481945,1.9498607242339983,0.15343452
000892.SZ,6.68,6.5,19454500.0,0.421053,-2.6946107784431073,0.194545
000962.SZ,44.51,44.51,11314442.0,0.0506719,0.0,0.11314442
000917.SZ,9.86,9.66,25552632.0,0.186616,-2.0283975659229125,0.25552632
001267.SZ,44.3,44.2,22453600.0,0.0838779,-0.22573363431149795,0.224536
000978.SZ,8.05,8.3,20055290.0,0.516171,3.105590062111796,0.2005529
001287.SZ,25.26,25.26,12976062.0,0.117445,0.0,0.12976062
001337.SZ,51.32,50.68,41233197.32,0.193714,-1.247077162899457,0.4123319732
001389.SZ,125.62,128.13,31136871.3,0.159962,1.9980894761980394,0.311368713
002008.SZ,70.8,71.0,47222526.0,0.0695191,0.28248587570622874,0.47222526
002042.SZ,4.53,4.65,15666315.0,0.198103,2.6490066225165476,0.15666315
002046.SZ,45.97,45.31,18599755.0,0.0776281,-1.4357189471394305,0.18599755
002131.SZ,7.95,8.03,141594596.0,0.301436,1.0062893081761004,1.41594596
002155.SZ,32.07,30.88,66237600.0,0.137279,-3.710632990333651,0.662376
002188.SZ,6.83,6.6,6644880.0,0.391198,-3.3674963396779,0.0664488
002213.SZ,29.55,30.16,23452416.0,0.376458,2.0642978003384105,0.23452416
002217.SZ,2.46,2.46,31719237.54,0.177132,0.0,0.3171923754
002273.SZ,28.18,28.58,38780202.0,0.0996101,1.419446415897796,0.38780202
002342.SZ,14.17,14.5,80383650.0,0.580681,2.3288637967536996,0.8038365
002353.SZ,111.83,111.61,26250672.0,0.0339275,-0.1967271751766031,0.26250672
