ts_code,pre_close,price,amount,turnover_rate,auction_pct,auction_amount_yi
002361.SZ,16.78,16.78,98345902.0,0.724352,0.0,0.98345902
002380.SZ,33.19,33.19,6515197.0,0.138481,0.0,0.06515197
002384.SZ,119.91,128.0,481113600.0,0.271128,6.746726711700446,4.811136
002400.SZ,8.76,8.55,29856600.0,0.202298,-2.39726027397259,0.298566
002421.SZ,2.73,2.79,16174188.0,0.288893,2.19780219780219,0.16174188
002449.SZ,8.33,8.19,2832102.0,0.0559115,-1.6806722689075682,0.02832102
002463.SZ,84.07,84.68,168653091.36,0.10358,0.7255858213393696,1.6865309136000002
002478.SZ,11.06,11.08,16310890.16,0.203688,0.1808318264014508,0.1631089016
002484.SZ,30.97,30.4,6490400.0,0.0260216,-1.8404907975460127,0.064904
002536.SZ,30.51,30.95,19098378.4,0.113349,1.4421501147164895,0.190983784
002606.SZ,11.9,11.79,1980720.0,0.0398915,-0.9243697478991675,0.0198072
002634.SZ,9.67,9.5,6682300.0,0.157531,-1.7580144777662898,0.066823
002708.SZ,12.79,12.64,1974368.0,0.0302329,-1.1727912431587106,0.01974368
002716.SZ,12.49,12.06,61410726.0,0.219029,-3.4427542033626857,0.61410726
002797.SZ,7.76,7.65,69512390.55,0.216224,-1.4175257731958713,0.6951239054999999
002899.SZ,31.96,32.12,1461460.0,0.0307855,0.5006257822277815,0.0146146
002902.SZ,29.37,29.91,89206575.0,1.67903,1.8386108273748647,0.89206575
002916.SZ,237.51,237.04,60018528.0,0.0380861,-0.19788640478295427,0.60018528
002921.SZ,26.08,26.0,1502800.0,0.04498,-0.30674846625766694,0.015028
002928.SZ,8.58,8.29,9734118.0,0.091861,-3.379953379953393,0.09734118
002929.SZ,52.16,53.93,28750083.0,0.253181,3.3934049079754613,0.28750083
002975.SZ,79.0,83.21,32876271.0,0.373232,5.329113924050621,0.32876271
002995.SZ,24.76,24.75,18381825.0,0.660664,-0.040387722132473325,0.18381825
003041.SZ,53.33,53.22,4326786.0,0.0594197,-0.20626289143070853,0.04326786
600105.SH,33.23,33.95,74527040.0,0.150151,2.1667168221486843,0.7452704
600114.SH,30.04,30.0,6892410.0,0.0372734,-0.13315579227696217,0.0689241
600115.SH,4.66,4.53,36599682.0,0.0474562,-2.7896995708154515,0.36599682
600126.SH,9.31,10.24,712712192.0,2.06091,9.98925886143931,7.12712192
600186.SH,7.63,7.56,35968212.0,0.267243,-0.9174311926605561,0.35968212
600301.SH,52.53,52.0,7566000.0,0.0528446,-1.0089472682276779,0.07566
600356.SH,9.41,9.5,3756300.0,0.13236,0.9564293304994642,0.037563
600589.SH,10.87,10.87,30329474.0,0.188722,0.0,0.30329474
600641.SH,21.09,20.92,39782288.0,0.204339,-0.8060692271218528,0.39782288
600666.SH,6.5,7.15,348766275.0,2.01585,10.000000000000009,3.48766275
600721.SH,11.2,11.2,106690080.0,2.47717,0.0,1.0669008
600815.SH,3.86,3.86,12104188.0,0.176755,0.0,0.12104188
600841.SH,9.13,9.17,5644135.0,0.0590111,0.4381161007666945,0.05644135
600869.SH,15.83,15.64,44237740.0,0.127447,-1.2002526847757378,0.4423774
600875.SH,38.3,37.9,77300840.0,0.0901136,-1.0443864229764954,0.7730084
600984.SH,4.16,4.22,9324934.0,0.175785,1.4423076923076872,0.09324934
600986.SH,10.1,10.15,43163890.0,0.285913,0.4950495049504955,0.4316389
601002.SH,5.82,5.79,8141319.0,0.147322,-0.5154639175257825,0.08141319
601069.SH,33.2,33.31,50304762.0,0.170223,0.3313253012048101,0.50304762
601137.SH,19.56,19.42,6074576.0,0.0340812,-0.7157464212678821,0.06074576
603045.SH,31.35,31.26,2941566.0,0.0694746,-0.2870813397129135,0.02941566
603083.SH,111.55,112.93,81603218.0,0.262203,1.2371134020618735,0.81603218
603138.SH,19.91,20.0,10028000.0,0.17389,0.45203415369161615,0.10028
603175.SH,84.02,84.7,7233380.0,0.194094,0.8093311116400992,0.0723338
603196.SH,30.99,32.32,11680448.0,0.152497,4.291707002258804,0.11680448
603203.SH,42.1,41.88,3610056.0,0.0345972,-0.5225653206650804,0.03610056
603211.SH,26.09,26.0,8585200.0,0.121483,-0.3449597546952843,0.085852
603272.SH,33.13,34.35,3596445.0,0.101035,3.682463024449145,0.03596445
603306.SH,88.24,89.2,12951840.0,0.0440675,1.0879419764279419,0.1295184
603308.SH,67.0,67.8,21472260.0,0.0466393,1.1940298507462588,0.2147226
603311.SH,17.41,17.14,2778394.0,0.0687202,-1.5508328546812167,0.02778394
603315.SH,14.53,14.58,2932038.0,0.0627719,0.34411562284928365,0.02932038
603328.SH,12.28,12.38,23842642.0,0.19289,0.8143322475570258,0.23842642
603516.SH,141.68,141.99,7383480.0,0.025582,0.21880293619425117,0.0738348
603538.SH,43.24,46.5,138862950.0,1.38105,7.539315448658646,1.3886295
603598.SH,21.25,21.0,9382800.0,0.165861,-1.17647058823529,0.093828
603629.SH,70.4,71.42,42152084.0,0.229782,1.4488636363636287,0.42152084
603757.SH,49.24,48.88,10763376.0,0.11804,-0.7311129163281915,0.10763376
603777.SH,14.03,15.43,39324898.0,0.762086,9.978617248752686,0.39324898
603881.SH,39.25,38.98,77336320.0,0.276178,-0.6878980891719788,0.7733632
603890.SH,15.61,15.47,9546537.0,0.138113,-0.8968609865470767,0.09546537
603920.SH,54.08,54.62,32646374.0,0.0829457,0.9985207100591698,0.32646374
603950.SH,40.8,44.88,8401536.0,0.057848,10.000000000000009,0.08401536
605016.SH,26.58,24.96,15360384.0,0.14652,-6.094808126410822,0.15360384
605060.SH,52.98,53.65,4651455.0,0.0362852,1.2646281615704025,0.04651455
605258.SH,37.26,38.38,5507530.0,0.163068,3.005904455179831,0.0550753
605287.SH,42.53,42.53,8348639.0,0.140214,0.0,0.08348639
605289.SH,109.41,109.41,5065683.0,0.0427368,0.0,0.05065683
605305.SH,42.76,42.69,7351218.0,0.0810277,-0.16370439663236924,0.07351218
605318.SH,84.7,87.01,12886181.0,0.117793,2.7272727272727337,0.12886181
