trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
20260413,000010.SZ,基础建设,美丽生态,4.13,10.13,191687285.0,,3527157673.55,4748063949.44,5.59,127900731.0,100918,100918,0,1/1,1,U
20260413,000026.SZ,饰品,飞亚达,16.41,9.99,179274295.0,,5982441628.53,6658587240.0,3.08,121481392.0,94103,94103,0,1/1,1,U
20260413,000612.SZ,工业金属,焦作万方,13.51,10.02,1159265328.0,,16106613812.94,16106613785.92,7.23,46931038.0,93039,93854,1,1/1,1,U
20260413,000688.SZ,工业金属,国城矿业,45.13,9.99,1174148720.0,,53481910610.18,53482105842.56,2.27,52283105.0,130318,131221,1,1/1,1,U
20260413,000791.SZ,电力,甘肃能源,8.0,10.04,317743328.0,,15485058288.0,25950717952.0,2.05,128860832.0,93000,93000,0,1/1,1,U
20260413,000968.SZ,油气开采,蓝焰控股,10.18,10.05,1165514528.0,,9849177078.8,9849177038.08,12.32,18558140.0,131345,142418,8,1/1,1,U
20260413,001203.SZ,冶钢原料,大中矿业,42.67,10.0,1663694768.0,,55725915785.74,65416542033.44,3.12,124723556.0,141306,141306,0,1/1,1,U
20260413,002080.SZ,玻璃玻纤,中材科技,50.14,10.0,3112835216.0,,84141116501.76,84141116501.76,3.81,184853695.0,103439,112709,1,1/1,1,U
20260413,002124.SZ,养殖业,天邦食品,2.59,10.21,241672545.0,,5108398538.32,5754808645.6,4.83,51532564.0,94309,94900,2,1/1,1,U
20260413,002240.SZ,能源金属,盛新锂能,44.86,10.0,3008559328.0,,40953085268.92,41060083097.92,7.63,234212400.0,130421,130421,0,1/1,1,U
20260413,002297.SZ,航空装备,博云新材,12.08,10.02,117103327.0,,6923106213.52,6923106177.28,1.69,659582689.0,92500,92500,0,1/1,1,U
20260413,002321.SZ,养殖业,华英农业,2.27,10.19,85425441.0,,4821961430.68,4841660445.28,1.81,130413089.0,93218,93218,0,1/1,1,U
20260413,002436.SZ,元件,兴森科技,25.23,9.98,4947290368.0,,38109845768.88,42882764120.64,13.52,44024760.0,141927,145615,5,1/1,1,U
20260413,002439.SZ,软件开发,启明星辰,14.26,10.03,391179632.0,,10389824606.26,17274566966.08,3.77,118164249.0,92500,93133,1,1/1,1,U
20260413,002467.SZ,通信服务,二六三,7.87,10.07,2731317344.0,,10757376741.59,10824176632.64,26.06,95790019.0,103857,131648,1,1/1,1,U
20260413,002515.SZ,食品加工,金字火腿,6.24,10.05,627838304.0,,7554141965.76,7554232358.4,8.42,57665886.0,95700,131618,2,1/1,1,U
20260413,002678.SZ,文娱用品,珠江钢琴,5.8,10.06,164606770.0,,7873931798.4,7878257856.0,2.17,124797596.0,94103,94103,0,1/1,1,U
20260413,002876.SZ,光学光电,三利谱,30.6,9.99,442770528.0,,4557613510.8,5320878919.2,10.08,153946641.0,135145,135145,0,1/1,1,U
20260413,002902.SZ,通信设备,铭普光磁,30.88,10.01,1755867024.0,,5485283756.48,7257079834.56,33.68,130116987.0,134300,134300,0,2/4,1,U
20260413,002929.SZ,通信服务,润建股份,56.98,10.0,1009068976.0,,11997751136.14,16187054354.24,8.77,219380977.0,102739,102739,0,2/4,1,U
20260413,002943.SZ,通用设备,宇晶股份,51.26,10.0,298779296.0,,7464160671.22,10535033935.36,4.05,81665945.0,93112,93112,0,1/1,1,U
20260413,002957.SZ,自动化设,科瑞技术,41.36,10.0,1115824880.0,,17316557732.32,17370474711.04,6.73,112141311.0,95945,95945,0,3/5,1,U
20260413,002980.SZ,电网设备,华盛昌,58.31,10.0,503949744.0,,5912047634.64,11043981639.6,8.73,97982899.0,94048,94048,0,3/6,1,U
20260413,003018.SZ,包装印刷,金富科技,35.48,10.02,470033664.0,,8422508500.0,9224800000.0,5.79,50441916.0,102012,102012,0,1/1,1,U
20260413,600032.SH,电力,浙江新能,9.79,10.0,990651392.0,,23541771421.96,23541771461.12,4.4,70860999.0,135607,135607,0,1/1,1,U
20260413,600152.SH,电池,维科技术,10.81,9.97,757137200.0,,5719348043.75,5719348054.56,13.49,82984046.0,93728,94034,2,1/1,1,U
20260413,600166.SH,商用车,福田汽车,3.67,9.88,2548150320.0,,29056859346.89,29056859174.4,9.17,63707897.0,130638,131047,1,1/1,1,U
20260413,600176.SH,玻璃玻纤,中国巨石,32.11,10.0,3768517952.0,,128540720336.08,128540720592.96,3.02,289218430.0,102617,102617,0,1/1,1,U
20260413,600299.SH,化学制品,安迪苏,15.18,10.0,521288912.0,,40711261324.14,46751049227.52,1.35,40217983.0,132409,132409,0,1/1,1,U
20260413,600337.SH,家居用品,美克家居,3.22,9.9,569830320.0,,4627134001.14,4627134023.68,12.54,40005421.0,94019,100143,3,2/3,1,U
20260413,600396.SH,电力,华电辽能,7.3,9.94,1710724288.0,,10750759764.1,10750759756.8,16.5,61930572.0,101855,104537,3,1/1,1,U
20260413,600527.SH,纺织制造,江南高纤,2.81,10.2,572999552.0,,4866248134.62,4866248117.76,12.24,21218512.0,130012,130012,0,1/1,1,U
20260413,600654.SH,软件开发,中安科,4.49,10.05,1333705952.0,,10405268885.27,12920396557.12,13.21,110096528.0,93450,93635,1,4/6,1,U
20260413,600773.SH,房地产开发,西藏城投,19.36,10.0,839997232.0,,18422721706.4,18422721687.04,4.65,69396326.0,95119,95947,1,1/1,1,U
20260413,600815.SH,工程机械,厦工股份,4.08,9.97,506804464.0,,7238305478.4,7238305478.4,7.37,66035061.0,105032,105032,0,2/4,1,U
20260413,600982.SH,电力,宁波能源,5.79,10.08,630578176.0,,6471063138.15,6471063155.52,10.21,97023041.0,130218,130218,0,1/1,1,U
20260413,601908.SH,电力,京运通,4.57,10.12,1112633984.0,,11034735074.77,11034735088.48,10.42,38365607.0,133441,145235,3,1/1,1,U
