ts_code,prev_5d,prev_10d,high20,high60
000785.SZ,10.20408163265305,10.20408163265305,2.88,3.77
002498.SZ,7.052896725440805,-3.6281179138322073,9.96,10.95
000919.SZ,-7.295173961840629,15.041782729805009,9.8,9.8
002361.SZ,10.488676996424307,12.363636363636354,18.54,18.54
001896.SZ,26.48854961832061,20.772594752186578,17.7,17.88
001208.SZ,8.96130346232178,10.025706940874034,21.4,29.94
000026.SZ,20.977596741344186,28.01724137931034,17.82,17.82
002033.SZ,7.343412526997839,9.35093509350935,9.94,10.12
002468.SZ,4.996796925048064,10.593792172739548,16.39,16.39
000788.SZ,3.6753445635528292,13.590604026845622,7.85,7.85
002038.SZ,2.411167512690371,6.324110671936767,9.4,9.4
002589.SZ,4.970760233918137,15.064102564102555,3.75,4.11
002787.SZ,35.27980535279804,38.768718801996684,16.68,16.68
002705.SZ,15.139442231075684,16.767676767676765,17.34,17.34
002788.SZ,-12.024269167126311,-1.3605442176870874,20.29,28.29
002798.SZ,8.986928104575153,10.613598673300162,6.67,7.41
002824.SZ,41.85823754789273,53.39202485758676,29.62,29.62
002891.SZ,5.3373615307150235,15.80404096318848,41.84,53.49
003036.SZ,21.37310993052719,6.604450825556363,29.7,29.7
600267.SH,9.94208494208495,8.787010506208205,11.39,11.39
600135.SH,9.268292682926816,0.7194244604316502,12.59,12.6
600572.SH,8.108108108108091,9.090909090909083,4.8,4.8
600488.SH,-7.0652173913043566,30.53435114503815,8.44,8.44
600594.SH,3.4782608695652195,20.2020202020202,5.27,5.27
600683.SH,11.098654708520183,1.5368852459016535,11.47,11.47
603063.SH,20.271979759645788,23.233959818535332,38.03,38.03
603150.SH,7.956464627509852,19.85416666666666,57.53,65.97
603285.SH,10.49107142857142,5.963302752293553,34.77,39.47
603327.SH,2.4295432458697697,16.079295154185004,10.68,11.6
603459.SH,18.544194107452338,,,
603687.SH,3.9170506912442393,21.073825503355703,18.54,18.54
603773.SH,38.90603085553999,51.15995115995118,49.52,49.52
603216.SH,-0.0903614457831381,3.9160401002506173,37.2,58.84
603815.SH,7.070707070707072,6.35451505016722,6.46,8.38
603890.SH,19.859064702114047,36.969253294289906,18.71,18.71
603444.SH,5.747929884933867,8.447752963881982,393.34,494.0
605222.SH,10.35072711719418,12.369337979094075,25.8,25.8
603950.SH,46.66666666666668,38.679026651216695,59.84,59.84
605098.SH,5.52631578947369,13.812677388836313,60.15,60.15
605289.SH,15.720683666940861,33.71000105607773,130.0,143.0
605365.SH,8.577981651376154,26.50988776055585,23.67,27.37
605366.SH,15.2061855670103,23.708487084870853,13.41,13.41
605388.SH,9.566517189835565,8.431952662721898,7.33,7.74
002051.SZ,3.2090199479618553,32.8125,12.68,12.68
000889.SZ,32.033426183844014,41.071428571428584,4.74,4.74
600605.SH,17.052860246198385,15.423063191717223,32.33,32.33
600664.SH,18.71657754010696,26.136363636363647,4.44,4.44
002990.SZ,29.053018694452938,43.867441065937825,42.11,42.11
603629.SH,24.92897727272727,36.90846824408469,87.95,87.95
603698.SH,26.617552850736725,29.056480574600062,39.53,47.0
002124.SZ,30.833333333333336,33.05084745762714,3.14,3.14
002297.SZ,29.724933451641533,33.76029277218664,14.62,14.66
