ts_code,prev_5d,prev_10d,high20,high60
001389.SZ,17.672107877927612,28.871232403489078,149.22,149.22
000936.SZ,11.199999999999989,15.672676837725374,8.34,9.09
002108.SZ,15.289256198347111,15.051546391752591,5.58,5.58
002081.SZ,10.746268656716417,10.089020771513347,3.71,3.94
000037.SZ,18.64951768488745,2.216066481994461,13.19,13.19
001330.SZ,14.30555555555555,19.796215429403198,8.23,13.72
001400.SZ,15.039515122704849,14.827995255041525,193.6,193.6
002418.SZ,8.787346221441128,35.74561403508773,6.29,6.29
002203.SZ,17.658998646820034,18.460490463215272,17.39,17.39
002259.SZ,3.3027522935779707,7.648183556405352,5.63,6.41
002281.SZ,8.356520126136168,39.24910607866507,116.83,116.83
002217.SZ,5.51181102362206,20.72072072072071,2.68,3.39
002428.SZ,9.174150378587775,30.526315789473692,62.0,62.0
002487.SZ,12.165354330708666,18.2648401826484,85.47,85.47
002547.SZ,8.860759493670889,3.92749244712991,3.51,4.86
002706.SZ,12.212212212212226,16.28630705394192,11.49,13.31
002628.SZ,9.861932938856022,8.155339805825236,5.57,5.97
002796.SZ,4.239937475576405,16.003479017177646,60.35,67.88
002866.SZ,19.034731619305354,25.72653644592664,26.39,26.39
002957.SZ,22.260638297872326,57.539410555174776,45.97,45.97
002975.SZ,12.794764752341203,43.96601382488478,99.97,99.97
002980.SZ,37.93623844557632,74.51073985680192,73.12,73.12
003018.SZ,21.61240310077519,28.548017043592246,39.22,39.22
003031.SZ,17.191081475307346,39.692001987083955,112.48,112.48
600208.SH,10.83591331269349,12.225705329153612,3.58,4.15
600234.SH,23.726708074534166,32.800000000000004,19.92,19.92
600152.SH,41.403865717192275,39.13913913913913,13.9,13.9
600330.SH,14.368421052631586,35.052827843380996,21.73,21.73
600520.SH,16.02002503128912,19.870689655172402,27.81,31.72
600552.SH,11.341734618235733,28.04774083546462,15.02,16.77
600641.SH,10.009057971014501,36.384053902302085,24.29,24.29
600703.SH,11.725293132328307,17.01754385964911,17.66,18.77
600707.SH,10.96866096866098,40.36036036036037,7.79,7.79
600727.SH,7.4022346368715075,3.360215053763449,8.16,8.89
601619.SH,18.809980806142047,21.135029354207436,6.19,7.15
600962.SH,7.864583333333353,9.867374005305042,20.71,25.89
603031.SH,11.898734177215186,18.719008264462822,57.46,62.26
603063.SH,23.909728575785305,32.995090016366625,40.63,40.63
603083.SH,24.99139710942877,42.12070820698423,145.29,145.29
603118.SH,10.079767947788266,16.232771822358337,15.18,15.18
603203.SH,10.843096714909262,34.214186369958256,48.25,48.25
603178.SH,12.242268041237136,14.907651715039583,17.42,18.8
603629.SH,45.074298293891005,74.97510786591437,105.44,105.44
603278.SH,11.306765523633011,11.100832562442186,12.01,13.56
603922.SH,5.752212389380529,4.41747572815534,22.89,23.32
603773.SH,22.62401483541956,60.83916083916083,52.9,52.9
603738.SH,17.9437060203284,21.604191858121744,30.17,30.17
603926.SH,8.62723819858926,10.914127423822716,20.02,28.2
605298.SH,9.87357013847081,19.203135205747877,54.75,54.75
002802.SZ,22.455089820359287,28.21316614420062,16.36,16.36
002940.SZ,26.159793814432987,7.317073170731692,39.16,39.16
600156.SH,13.619631901840478,27.372764786795045,9.26,9.26
600961.SH,23.822869955156946,28.132250580046424,22.09,27.48
603052.SH,19.10545870248641,34.24061845707842,83.35,83.35
603315.SH,22.97476759628154,35.38011695906433,18.52,18.52
600683.SH,33.22222222222222,27.553191489361705,11.99,11.99
605388.SH,34.80243161094223,31.019202363367793,8.87,8.87
